JURISDICTION,COUNTY,YEAR,APN,STREET_ADDRESS,PROJECT_NAME,JURS_TRACKING_ID,REZONE_DT,VLOW_INCOME,LOW_INCOME,MOD_INCOME,ABOVE_MOD_INCOME,SHORTFALL_DESC,PARCEL_SIZE,GEN_PLAN_DESIGNATION,ZONING,MIN_DENSITY_ALLOWED,MAX_DENSITY_ALLOWED,REALISTIC_CAPACITY,PARCEL_VACANT_NONVACANT,PARCEL_DESC
RIVERSIDE,RIVERSIDE,2018,147282015,Southeast of intersection of Mull Ave. & Tyler St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,6,0,0,Unaccommodated Need,0.29,High Density Residential (HDR),R-3-1500,None,29 du/acre,6,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,147282011,Southeast of intersection of Mull Ave. & Tyler St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,6,0,0,Unaccommodated Need,0.33,High Density Residential (HDR),R-3-1500,None,29 du/acre,6,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,147282018,Southeast of intersection of Mull Ave. & Tyler St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.47,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,147282021,Southeast of intersection of Mull Ave. & Tyler St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.47,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,147282022,Southeast of intersection of Mull Ave. & Tyler St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.48,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,145082038,West side of Van Buren Blvd. northerly of Challen Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,15,0,0,Unaccommodated Need,0.67,High Density Residential (HDR),R-3-1500,None,29 du/acre,15,Non-Vacant,Commericial bldg.
RIVERSIDE,RIVERSIDE,2018,145082035,West side of Van Buren Blvd. northerly of Challen Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,14,0,0,Unaccommodated Need,0.61,High Density Residential (HDR),R-3-1500,None,29 du/acre,14,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,146220025,Southwest corner of Pierce St. & La Sierra Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,5,0,0,Unaccommodated Need,0.24,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,5,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,146220036,Southwest corner of Pierce St. & La Sierra Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,121,0,0,Unaccommodated Need,5.78,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,121,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,146210022,Southwest corner of Pierce St. & La Sierra Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,39,0,0,Unaccommodated Need,1.89,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,39,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,146220040,Southwest corner of Pierce St. & La Sierra Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,33,0,0,Unaccommodated Need,1.58,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,33,Non-Vacant,Underutilized commercial & vacant land
RIVERSIDE,RIVERSIDE,2018,142231006,North side of Magnolia Ave. westerly of Golden Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.47,Very High Density Residential (VHDR),R-4,None,40 du/acre,0,Non-Vacant,Single-family dwelling
RIVERSIDE,RIVERSIDE,2018,155290012,Northwest of the intersection of Arlington Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,18,0,0,Unaccommodated Need,0.64,Very High Density Residential (VHDR),R-4,None,40 du/acre,18,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,155290016,Northwest of the intersection of Arlington Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,14,0,0,Unaccommodated Need,0.52,Very High Density Residential (VHDR),R-4,None,40 du/acre,14,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,155290014,Northwest of the intersection of Arlington Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.41,Very High Density Residential (VHDR),R-4,None,40 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,155290015,Northwest of the intersection of Arlington Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.5,Very High Density Residential (VHDR),R-4,None,40 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,155290019,Northwest of the intersection of Arlington Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,20,0,0,Unaccommodated Need,0.73,Very High Density Residential (VHDR),R-4,None,40 du/acre,20,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,155290018,Northwest of the intersection of Arlington Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.46,Very High Density Residential (VHDR),R-4,None,40 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,211111037,North side of Linden St. west of Dwight Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,22,0,0,Unaccommodated Need,0.91,High Density Residential (HDR),R-3-1500,None,29 du/acre,22,Non-Vacant,Undeveloped land and residential buildings
RIVERSIDE,RIVERSIDE,2018,211111054,North side of Linden St. west of Dwight Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,10,0,0,Unaccommodated Need,0.4,High Density Residential (HDR),R-3-1500,None,29 du/acre,10,Non-Vacant,Undeveloped land and residential buildings
RIVERSIDE,RIVERSIDE,2018,211111053,North side of Linden St. west of Dwight Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,10,0,0,Unaccommodated Need,0.4,High Density Residential (HDR),R-3-1500,None,29 du/acre,10,Non-Vacant,Undeveloped land and residential buildings
RIVERSIDE,RIVERSIDE,2018,211111041,North side of Linden St. west of Dwight Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.5,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Undeveloped land and residential buildings
RIVERSIDE,RIVERSIDE,2018,211111055,North side of Linden St. west of Dwight Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.11,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Undeveloped land and residential buildings
RIVERSIDE,RIVERSIDE,2018,234080033,South side of Magnolia Avenue between Harrison St. & Muir Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,33,0,0,Unaccommodated Need,1.6,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,33,Non-Vacant,Plant/tree nursery
RIVERSIDE,RIVERSIDE,2018,234080034,South side of Magnolia Avenue between Harrison St. & Muir Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,14,0,0,Unaccommodated Need,0.69,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,14,Non-Vacant,Underutilized  Commercial
RIVERSIDE,RIVERSIDE,2018,234080005,South side of Magnolia Avenue between Harrison St. & Muir Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,6,0,0,Unaccommodated Need,0.31,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,6,Non-Vacant,Underutilized  Commercial
RIVERSIDE,RIVERSIDE,2018,234150041,North side of the 91 Freeway between Myers St. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,17,0,0,Unaccommodated Need,0.81,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,17,Non-Vacant,Underutilized & Vacant land
RIVERSIDE,RIVERSIDE,2018,234140019,North side of the 91 Freeway between Myers St. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,70,0,0,Unaccommodated Need,3.37,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,70,Non-Vacant,Underutilized & Vacant land
RIVERSIDE,RIVERSIDE,2018,234150040,North side of the 91 Freeway between Myers St. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,11,0,0,Unaccommodated Need,0.53,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,11,Non-Vacant,Underutilized & Vacant land
RIVERSIDE,RIVERSIDE,2018,234150039,North side of the 91 Freeway between Myers St. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,6,0,0,Unaccommodated Need,0.33,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,6,Non-Vacant,Underutilized & Vacant land
RIVERSIDE,RIVERSIDE,2018,191232037,North side of Magnolia Ave. between Donald Ave. & Jackson St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,51,0,0,Unaccommodated Need,2.46,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,51,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,191232016,North side of Magnolia Ave. between Donald Ave. & Jackson St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.17,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,191232017,North side of Magnolia Ave. between Donald Ave. & Jackson St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.52,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,191332021,North side of Magnolia Ave. between Everest Ave. & Stotts St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.34,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,0,Non-Vacant,Commercial
RIVERSIDE,RIVERSIDE,2018,233040024,South side of Magnolia Ave. west of Donald St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,7,0,0,Unaccommodated Need,0.34,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,7,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233040022,South side of Magnolia Ave. west of Donald St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,13,0,0,Unaccommodated Need,0.66,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,13,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031003,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,6,0,0,Unaccommodated Need,0.31,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,6,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031013,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,2,0,0,Unaccommodated Need,0.14,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,2,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031014,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,2,0,0,Unaccommodated Need,0.13,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,2,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031012,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,3,0,0,Unaccommodated Need,0.19,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,3,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031004,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,5,0,0,Unaccommodated Need,0.24,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,5,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031005,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,2,0,0,Unaccommodated Need,0.12,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,2,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031007,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.32,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031008,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.16,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031009,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.12,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031010,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.15,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,233031051,South side of Magnolia Ave. between McKenzie St. & Everest Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.57,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,0,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,191312020,East side of Van Buren Blvd. between Hayes St. & Miller St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,14,0,0,Unaccommodated Need,0.71,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,14,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,191312010,East side of Van Buren Blvd. between Hayes St. & Miller St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,8,0,0,Unaccommodated Need,0.42,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,8,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,191312002,East side of Van Buren Blvd. between Hayes St. & Miller St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,8,0,0,Unaccommodated Need,0.42,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,8,Non-Vacant,Underutilized commercial
RIVERSIDE,RIVERSIDE,2018,138030028,Northeasterly of La Sierra Ave. & Indiana Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,206,0,0,Unaccommodated Need,7.38,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,206,Non-Vacant,Surface parking for Metrolink Station
RIVERSIDE,RIVERSIDE,2018,138030025,Northeasterly of La Sierra Ave. & Indiana Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,80,0,0,Unaccommodated Need,2.88,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,80,Non-Vacant,Surface parking for Metrolink Station
RIVERSIDE,RIVERSIDE,2018,138030009,Northeasterly of La Sierra Ave. & Indiana Ave.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.47,Mixed Use-Urban (MU-U),Mixed Use-Urban (MU-U),None,40 du/acre,0,Non-Vacant,Surface parking for Metrolink Station
RIVERSIDE,RIVERSIDE,2018,193261029,Southwest corner of California Ave. & Monroe St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,97,0,0,Unaccommodated Need,4.62,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,97,Non-Vacant,Partially developed commercial & partially vacant land
RIVERSIDE,RIVERSIDE,2018,233160022,East side of Van Buren Blvd. south of Indiana Avenue (Van Buren Drive-In),5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,11,0,0,Unaccommodated Need,0.55,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,11,Non-Vacant,Drive-in movie theater
RIVERSIDE,RIVERSIDE,2018,233150017,East side of Van Buren Blvd. south of Indiana Avenue (Van Buren Drive-In),5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,6,0,0,Unaccommodated Need,0.3,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,6,Non-Vacant,Drive-in movie theater
RIVERSIDE,RIVERSIDE,2018,233190004,East side of Van Buren Blvd. south of Indiana Avenue (Van Buren Drive-In),5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,9,0,0,Unaccommodated Need,0.46,Mixed Use-Village (MU-V),Mixed Use-Village (MU-V),None,30 du/acre,9,Non-Vacant,Drive-in movie theater
RIVERSIDE,RIVERSIDE,2018,191200010,Northeast of Intersection at Duncan Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,20,0,0,Unaccommodated Need,1,High Density Residential (HDR),R-3-1500,None,29 du/acre,20,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,191200011,Northeast of Intersection at Duncan Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.5,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,191200012,Northeast of Intersection at Duncan Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.19,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,191200013,Northeast of Intersection at Duncan Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.2,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,191200027,Northeast of Intersection at Duncan Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.51,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,191200028,Northeast of Intersection at Duncan Ave. & Van Buren Blvd.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.49,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,233180001,Southwest of Intersection at Indiana Ave. & Jackson St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.32,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
RIVERSIDE,RIVERSIDE,2018,233180002,Southwest of Intersection at Indiana Ave. & Jackson St.,5th Cycle Housing Element Rezoning Program Implementation,,1/9/2018,0,0,0,0,Unaccommodated Need,0.19,High Density Residential (HDR),R-3-1500,None,29 du/acre,0,Non-Vacant,Single-familiy dwelling
